Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,MarketCap,Revenue_Growth,Earnings_Growth,ROE,Operating_Margins,Debt_To_Equity,Returns_1Y,Returns_2Y,Returns_3Y,Volume_MA50,Volume_Ratio,Volatility,Price_Level,Higher_Highs
2023-08-31 00:00:00+05:30,250.0,262.5,237.5,262.3500061035156,502400,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-01 00:00:00+05:30,269.0,275.45001220703125,250.25,275.45001220703125,128000,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-04 00:00:00+05:30,270.0,271.0,261.70001220703125,261.70001220703125,64000,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-05 00:00:00+05:30,249.3000030517578,255.0,248.64999389648438,248.9499969482422,35200,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-06 00:00:00+05:30,257.20001220703125,259.95001220703125,244.10000610351562,257.5,17600,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-07 00:00:00+05:30,257.0,258.95001220703125,244.64999389648438,244.64999389648438,33600,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-08 00:00:00+05:30,244.0,256.8500061035156,240.0,252.0,44800,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-11 00:00:00+05:30,255.0,255.0,247.0,247.0,17600,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-12 00:00:00+05:30,247.5,247.5,234.64999389648438,234.64999389648438,24000,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-13 00:00:00+05:30,222.9499969482422,222.9499969482422,222.9499969482422,222.9499969482422,1600,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-14 00:00:00+05:30,223.0500030517578,247.0,204.0,246.0,40000,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-15 00:00:00+05:30,246.0,260.0,236.89999389648438,236.9499969482422,22400,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-18 00:00:00+05:30,236.9499969482422,236.9499969482422,230.10000610351562,233.0,4800,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-20 00:00:00+05:30,231.10000610351562,231.10000610351562,218.0,224.0,17600,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-21 00:00:00+05:30,218.0,218.0,206.0,206.0,12800,0.0,0.0,0.0,,,,,,,,,,,,,,False
2023-09-22 00:00:00+05:30,208.0,218.9499969482422,208.0,218.6999969482422,11200,0.0,0.0,0.0,,,,,,,,,,,,,,False
