Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MarketCap,Revenue_Growth,Earnings_Growth,ROE,Operating_Margins,Debt_To_Equity,Returns_1Y,Returns_2Y,Returns_3Y,Volume_MA50,Volume_Ratio,Volatility,Price_Level,Higher_Highs
2022-11-10 00:00:00+05:30,0.8500000238418579,0.8500000238418579,0.800000011920929,0.8500000238418579,3263711,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-11 00:00:00+05:30,0.8500000238418579,0.8999999761581421,0.800000011920929,0.8500000238418579,1303626,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-14 00:00:00+05:30,0.8500000238418579,0.8500000238418579,0.800000011920929,0.8500000238418579,1718628,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-15 00:00:00+05:30,0.8500000238418579,0.8999999761581421,0.800000011920929,0.8500000238418579,1264426,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-16 00:00:00+05:30,0.8500000238418579,0.8999999761581421,0.800000011920929,0.8999999761581421,2662646,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-17 00:00:00+05:30,0.8999999761581421,0.8999999761581421,0.8500000238418579,0.8500000238418579,462232,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-18 00:00:00+05:30,0.8999999761581421,0.8999999761581421,0.800000011920929,0.8500000238418579,855664,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-21 00:00:00+05:30,0.8999999761581421,0.8999999761581421,0.800000011920929,0.8500000238418579,695255,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-22 00:00:00+05:30,0.8500000238418579,0.8999999761581421,0.800000011920929,0.8500000238418579,459667,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-23 00:00:00+05:30,0.8999999761581421,0.8999999761581421,0.800000011920929,0.8500000238418579,338895,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-24 00:00:00+05:30,0.8500000238418579,0.8500000238418579,0.800000011920929,0.8500000238418579,1558976,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-25 00:00:00+05:30,0.8500000238418579,0.8500000238418579,0.800000011920929,0.800000011920929,269570,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-28 00:00:00+05:30,0.8500000238418579,0.8500000238418579,0.800000011920929,0.800000011920929,387967,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-29 00:00:00+05:30,0.8500000238418579,0.8500000238418579,0.800000011920929,0.8500000238418579,286297,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-11-30 00:00:00+05:30,0.8500000238418579,0.8500000238418579,0.800000011920929,0.800000011920929,583221,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-12-01 00:00:00+05:30,0.8500000238418579,0.8500000238418579,0.800000011920929,0.800000011920929,398406,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
2022-12-02 00:00:00+05:30,0.8500000238418579,0.8500000238418579,0.800000011920929,0.8500000238418579,1111791,0.0,0.0,211660032,,,,-2.86722,25.933,,,,,,,,False
