Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MarketCap,Revenue_Growth,Earnings_Growth,ROE,Operating_Margins,Debt_To_Equity,Returns_1Y,Returns_2Y,Returns_3Y,Volume_MA50,Volume_Ratio,Volatility,Price_Level,Higher_Highs
2021-11-09 00:00:00+05:30,72.0,74.69999694824219,72.0,73.8499984741211,5483407,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-10 00:00:00+05:30,73.6500015258789,78.9000015258789,73.19999694824219,76.94999694824219,15114405,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-11 00:00:00+05:30,78.19999694824219,81.8499984741211,77.5999984741211,78.3499984741211,20089691,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-12 00:00:00+05:30,79.19999694824219,79.25,76.30000305175781,77.19999694824219,5172650,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-15 00:00:00+05:30,78.0,79.69999694824219,76.6500015258789,77.25,4436114,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-16 00:00:00+05:30,77.30000305175781,77.5999984741211,74.0999984741211,74.5999984741211,3131902,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-17 00:00:00+05:30,74.5,76.5,74.19999694824219,74.6500015258789,2282402,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-18 00:00:00+05:30,74.6500015258789,75.25,71.0999984741211,72.3499984741211,3550161,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-22 00:00:00+05:30,72.75,72.75,67.1500015258789,68.0999984741211,3086568,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-23 00:00:00+05:30,68.0,71.44999694824219,67.44999694824219,71.0999984741211,2186147,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-24 00:00:00+05:30,71.9000015258789,72.05000305175781,67.19999694824219,69.30000305175781,2436722,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-25 00:00:00+05:30,69.5,69.69999694824219,67.55000305175781,68.9000015258789,1463468,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-26 00:00:00+05:30,68.25,68.80000305175781,67.0,67.25,1880968,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-29 00:00:00+05:30,67.25,67.3499984741211,63.54999923706055,63.95000076293945,2249531,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-11-30 00:00:00+05:30,64.25,66.30000305175781,62.099998474121094,63.849998474121094,1884283,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-12-01 00:00:00+05:30,63.95000076293945,65.19999694824219,63.650001525878906,64.80000305175781,1966931,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
2021-12-02 00:00:00+05:30,64.80000305175781,66.0999984741211,64.55000305175781,65.9000015258789,1243063,0.0,0.0,81339359232,0.126,-0.154,0.13222,0.40035,,,,,,,,,False
