Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,MarketCap,Revenue_Growth,Earnings_Growth,ROE,Operating_Margins,Debt_To_Equity,Returns_1Y,Returns_2Y,Returns_3Y,Volume_MA50,Volume_Ratio,Volatility,Price_Level,Higher_Highs
2021-11-09 00:00:00+05:30,5.150000095367432,5.150000095367432,4.949999809265137,5.050000190734863,7786,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-10 00:00:00+05:30,5.150000095367432,5.199999809265137,4.800000190734863,5.050000190734863,37758,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-11 00:00:00+05:30,5.150000095367432,5.150000095367432,4.849999904632568,5.099999904632568,8062,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-12 00:00:00+05:30,5.150000095367432,5.150000095367432,4.900000095367432,5.099999904632568,2282,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-15 00:00:00+05:30,5.150000095367432,5.150000095367432,4.849999904632568,5.050000190734863,12406,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-16 00:00:00+05:30,5.150000095367432,5.150000095367432,4.849999904632568,5.099999904632568,6587,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-17 00:00:00+05:30,5.150000095367432,5.150000095367432,4.949999809265137,5.0,1367,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-18 00:00:00+05:30,5.0,5.099999904632568,4.800000190734863,5.050000190734863,11422,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-22 00:00:00+05:30,5.150000095367432,5.300000190734863,4.849999904632568,5.0,44893,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-23 00:00:00+05:30,4.849999904632568,5.199999809265137,4.849999904632568,5.150000095367432,12235,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-24 00:00:00+05:30,5.199999809265137,5.199999809265137,4.900000095367432,5.199999809265137,10165,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-25 00:00:00+05:30,5.199999809265137,5.199999809265137,4.949999809265137,5.199999809265137,9965,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-26 00:00:00+05:30,5.25,5.449999809265137,5.0,5.300000190734863,13577,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-29 00:00:00+05:30,5.5,5.550000190734863,5.050000190734863,5.199999809265137,16168,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-30 00:00:00+05:30,5.300000190734863,5.300000190734863,5.099999904632568,5.25,4654,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-12-01 00:00:00+05:30,5.349999904632568,5.349999904632568,5.0,5.099999904632568,11167,0.0,0.0,0.0,,,,,,,,,,,,,,False
