Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,MarketCap,Revenue_Growth,Earnings_Growth,ROE,Operating_Margins,Debt_To_Equity,Returns_1Y,Returns_2Y,Returns_3Y,Volume_MA50,Volume_Ratio,Volatility,Price_Level,Higher_Highs
2021-11-09 00:00:00+05:30,18.649999618530273,18.799999237060547,18.350000381469727,18.5,18374,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-10 00:00:00+05:30,18.5,19.399999618530273,18.049999237060547,19.399999618530273,125424,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-11 00:00:00+05:30,20.0,20.0,19.0,19.399999618530273,51118,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-12 00:00:00+05:30,19.799999237060547,19.799999237060547,18.700000762939453,18.850000381469727,28027,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-15 00:00:00+05:30,19.25,19.25,18.100000381469727,18.299999237060547,29411,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-16 00:00:00+05:30,17.950000762939453,18.700000762939453,17.399999618530273,17.799999237060547,47109,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-17 00:00:00+05:30,17.799999237060547,18.649999618530273,17.649999618530273,18.399999618530273,42187,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-18 00:00:00+05:30,18.5,18.899999618530273,17.5,17.649999618530273,70713,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-22 00:00:00+05:30,17.950000762939453,17.950000762939453,16.799999237060547,16.850000381469727,43836,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-23 00:00:00+05:30,16.799999237060547,17.649999618530273,16.549999237060547,17.649999618530273,39458,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-24 00:00:00+05:30,18.450000762939453,18.450000762939453,17.100000381469727,17.75,38738,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-25 00:00:00+05:30,18.350000381469727,18.350000381469727,17.25,17.700000762939453,28639,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-26 00:00:00+05:30,17.5,17.950000762939453,17.049999237060547,17.200000762939453,21571,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-29 00:00:00+05:30,17.950000762939453,17.950000762939453,16.399999618530273,16.899999618530273,21606,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-30 00:00:00+05:30,17.5,17.5,16.100000381469727,16.399999618530273,38471,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-12-01 00:00:00+05:30,16.799999237060547,17.200000762939453,16.0,16.950000762939453,19331,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-12-02 00:00:00+05:30,16.350000381469727,17.149999618530273,16.350000381469727,16.600000381469727,31700,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-12-03 00:00:00+05:30,16.299999237060547,17.100000381469727,16.299999237060547,16.649999618530273,41450,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-12-06 00:00:00+05:30,17.399999618530273,17.399999618530273,16.399999618530273,16.549999237060547,28827,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-12-07 00:00:00+05:30,17.899999618530273,17.899999618530273,16.600000381469727,17.299999237060547,46388,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-12-08 00:00:00+05:30,18.399999618530273,18.399999618530273,16.0,17.100000381469727,46385,0.0,0.0,0.0,,,,,,,,,,,,0.4808284861541534,,False
2021-12-09 00:00:00+05:30,17.5,18.399999618530273,16.799999237060547,17.75,202347,0.0,0.0,0.0,,,,,,,,,,,,0.4668073803085682,,False
2021-12-10 00:00:00+05:30,18.149999618530273,18.549999237060547,17.399999618530273,18.350000381469727,101740,0.0,0.0,0.0,,,,,,,,,,,,0.4857119917171073,,False
2021-12-13 00:00:00+05:30,18.049999237060547,19.149999618530273,18.049999237060547,18.200000762939453,88051,0.0,0.0,0.0,,,,,,,,,,,,0.47657344212628117,,False
2021-12-14 00:00:00+05:30,18.049999237060547,18.299999237060547,17.200000762939453,18.200000762939453,30560,0.0,0.0,0.0,,,,,,,,,,,,0.46507330575673206,,False
2021-12-15 00:00:00+05:30,18.700000762939453,18.700000762939453,17.649999618530273,17.950000762939453,67914,0.0,0.0,0.0,,,,,,,,,,,,0.45686391395207576,,False
2021-12-16 00:00:00+05:30,18.299999237060547,18.299999237060547,17.700000762939453,17.899999618530273,20210,0.0,0.0,0.0,,,,,,,,,,,,0.44006799405897246,,False
2021-12-17 00:00:00+05:30,17.649999618530273,18.0,17.200000762939453,17.850000381469727,23556,0.0,0.0,0.0,,,,,,,,,,,,0.4144778949870118,,False
2021-12-20 00:00:00+05:30,18.899999618530273,18.899999618530273,16.25,17.399999618530273,49160,0.0,0.0,0.0,,,,,,,,,,,,0.39017001288553893,,False
2021-12-21 00:00:00+05:30,17.75,17.850000381469727,17.200000762939453,17.399999618530273,9749,0.0,0.0,0.0,,,,,,,,,,,,0.35103011340974044,,False
2021-12-22 00:00:00+05:30,17.899999618530273,17.899999618530273,17.049999237060547,17.350000381469727,21469,0.0,0.0,0.0,,,,,,,,,,,,0.35035426426976946,,False
2021-12-23 00:00:00+05:30,17.75,17.899999618530273,17.25,17.600000381469727,15326,0.0,0.0,0.0,,,,,,,,,,,,0.3544230718137279,,False
2021-12-24 00:00:00+05:30,17.149999618530273,17.899999618530273,17.149999618530273,17.450000762939453,11793,0.0,0.0,0.0,,,,,,,,,,,,0.3402393459870821,,False
2021-12-27 00:00:00+05:30,17.450000762939453,17.450000762939453,16.25,17.200000762939453,41725,0.0,0.0,0.0,,,,,,,,,,,,0.3381808316057258,,False
2021-12-28 00:00:00+05:30,17.5,18.600000381469727,16.600000381469727,18.299999237060547,124448,0.0,0.0,0.0,,,,,,,,,,,,0.38534207037023893,,False
2021-12-29 00:00:00+05:30,18.950000762939453,19.0,18.149999618530273,18.450000762939453,76962,0.0,0.0,0.0,,,,,,,,,,,,0.3713694172954621,,False
2021-12-30 00:00:00+05:30,18.75,18.75,17.350000381469727,18.149999618530273,30646,0.0,0.0,0.0,,,,,,,,,,,,0.36773600320332356,,False
2021-12-31 00:00:00+05:30,18.100000381469727,18.5,17.700000762939453,18.200000762939453,32128,0.0,0.0,0.0,,,,,,,,,,,,0.36775299945744233,,False
2022-01-03 00:00:00+05:30,18.600000381469727,18.600000381469727,17.600000381469727,18.100000381469727,64029,0.0,0.0,0.0,,,,,,,,,,,,0.36755974930380214,,False
2022-01-04 00:00:00+05:30,18.399999618530273,19.899999618530273,17.799999237060547,19.899999618530273,270100,0.0,0.0,0.0,,,,,,,,,,,,0.47988506394789016,,False
2022-01-05 00:00:00+05:30,21.850000381469727,21.850000381469727,21.850000381469727,21.850000381469727,113384,0.0,0.0,0.0,,,,,,,,,,,,0.5712141532735089,,True
2022-01-06 00:00:00+05:30,22.600000381469727,24.0,19.700000762939453,24.0,639868,0.0,0.0,0.0,,,,,,,,,,,,0.6422034986932397,,True
2022-01-07 00:00:00+05:30,24.75,25.200000762939453,22.799999237060547,22.799999237060547,945117,0.0,0.0,0.0,,,,,,,,,,,,0.6791190348057471,,True
2022-01-10 00:00:00+05:30,22.899999618530273,23.25,21.799999237060547,22.799999237060547,288401,0.0,0.0,0.0,,,,,,,,,,,,0.6765534560203899,,True
2022-01-11 00:00:00+05:30,23.350000381469727,23.350000381469727,22.100000381469727,22.299999237060547,117175,0.0,0.0,0.0,,,,,,,,,,,,0.6861896823397983,,True
2022-01-12 00:00:00+05:30,21.600000381469727,22.850000381469727,21.350000381469727,21.5,189036,0.0,0.0,0.0,,,,,,,,,,,,0.7011372577235663,,True
2022-01-13 00:00:00+05:30,20.5,22.0,20.5,21.600000381469727,63807,0.0,0.0,0.0,,,,,,,,,,,,0.6998408223759469,,True
2022-01-14 00:00:00+05:30,21.799999237060547,22.5,21.350000381469727,22.049999237060547,98860,0.0,0.0,0.0,,,,,,,,,,,,0.6989911511822334,,True
2022-01-17 00:00:00+05:30,22.299999237060547,23.0,21.0,21.399999618530273,77359,0.0,0.0,0.0,,,,,,,,,,,,0.7021220747061754,,True
2022-01-18 00:00:00+05:30,21.850000381469727,22.450000762939453,21.5,21.75,69536,0.0,0.0,0.0,,,,,,,,,,94864.38,0.7330043162670752,0.7010321771499528,,True
2022-01-19 00:00:00+05:30,21.0,22.0,20.700000762939453,21.200000762939453,64076,0.0,0.0,0.0,,,,,,,,,,95778.42,0.6690024746701815,0.7118184362010203,,True
2022-01-20 00:00:00+05:30,21.200000762939453,21.549999237060547,20.700000762939453,21.399999618530273,35653,0.0,0.0,0.0,,,,,,,,,,93983.0,0.37935584094995906,0.7117206103941546,,True
2022-01-21 00:00:00+05:30,21.399999618530273,21.5,20.399999618530273,20.600000381469727,49087,0.0,0.0,0.0,,,,,,,,,,93942.38,0.5225224227872447,0.7292389129965956,,True
2022-01-24 00:00:00+05:30,19.850000381469727,21.399999618530273,19.600000381469727,19.649999618530273,42201,0.0,0.0,0.0,,,,,,,,,,94225.86,0.4478706800871863,0.7512959967797368,,True
2022-01-25 00:00:00+05:30,18.75,20.200000762939453,18.75,19.5,31814,0.0,0.0,0.0,,,,,,,,,,94273.92,0.3374634257279214,0.7226431300615129,,True
2022-01-27 00:00:00+05:30,19.799999237060547,20.450000762939453,18.700000762939453,20.200000762939453,47453,0.0,0.0,0.0,,,,,,,,,,94280.8,0.5033156273599715,0.7313477882376509,,True
2022-01-28 00:00:00+05:30,21.200000762939453,21.200000762939453,19.549999237060547,20.549999237060547,23987,0.0,0.0,0.0,,,,,,,,,,93916.8,0.2554069133530955,0.7277931624353075,,True
2022-01-31 00:00:00+05:30,21.200000762939453,21.200000762939453,19.75,20.5,27631,0.0,0.0,0.0,,,,,,,,,,93055.16,0.2969314114338205,0.728445592181132,,True
2022-02-01 00:00:00+05:30,20.950000762939453,21.299999237060547,19.75,20.299999237060547,20494,0.0,0.0,0.0,,,,,,,,,,92588.32,0.22134541376277264,0.7295662545995205,,True
2022-02-02 00:00:00+05:30,20.0,21.299999237060547,19.5,20.549999237060547,10398,0.0,0.0,0.0,,,,,,,,,,92007.12,0.11301299290750542,0.6431255228304703,,True
2022-02-03 00:00:00+05:30,19.600000381469727,21.299999237060547,19.549999237060547,20.850000381469727,63936,0.0,0.0,0.0,,,,,,,,,,92511.08,0.6911172153649054,0.5382420714777022,,True
2022-02-04 00:00:00+05:30,20.5,20.799999237060547,20.049999237060547,20.350000381469727,17082,0.0,0.0,0.0,,,,,,,,,,92279.94,0.18511065351798017,0.3913142399913676,,True
2022-02-07 00:00:00+05:30,20.5,21.100000381469727,19.649999618530273,20.299999237060547,61600,0.0,0.0,0.0,,,,,,,,,,93080.52,0.661792607089002,0.358527729413458,,False
2022-02-08 00:00:00+05:30,20.75,20.75,19.600000381469727,20.0,21162,0.0,0.0,0.0,,,,,,,,,,93071.64,0.22737323635857282,0.3593325226309769,,False
2022-02-09 00:00:00+05:30,20.0,20.899999618530273,19.600000381469727,20.549999237060547,50621,0.0,0.0,0.0,,,,,,,,,,93314.64,0.5424765074376325,0.3733523237303813,,False
2022-02-10 00:00:00+05:30,20.950000762939453,20.950000762939453,20.0,20.399999618530273,33999,0.0,0.0,0.0,,,,,,,,,,93608.0,0.36320613622767284,0.3540879703536649,,False
2022-02-11 00:00:00+05:30,20.149999618530273,20.5,19.850000381469727,20.299999237060547,19690,0.0,0.0,0.0,,,,,,,,,,93367.8,0.2108864083763353,0.35319295451106525,,False
2022-02-14 00:00:00+05:30,20.0,20.0,19.299999237060547,19.299999237060547,16113,0.0,0.0,0.0,,,,,,,,,,92861.06,0.1735172956242369,0.3776157274588673,,False
2022-02-15 00:00:00+05:30,19.299999237060547,19.299999237060547,18.350000381469727,19.049999237060547,22700,0.0,0.0,0.0,,,,,,,,,,92738.52,0.2447742318941471,0.36865095796675357,,False
2022-02-16 00:00:00+05:30,19.049999237060547,19.850000381469727,18.799999237060547,18.899999618530273,8805,0.0,0.0,0.0,,,,,,,,,,91986.86,0.09572019307975074,0.35948250706236556,,False
2022-02-17 00:00:00+05:30,19.649999618530273,19.649999618530273,18.0,18.049999237060547,38302,0.0,0.0,0.0,,,,,,,,,,91825.2,0.41711861231992964,0.3791963786977386,,False
2022-02-18 00:00:00+05:30,18.399999618530273,18.700000762939453,17.350000381469727,18.450000762939453,10616,0.0,0.0,0.0,,,,,,,,,,87990.58,0.12064927859323123,0.3893936467501808,,False
2022-02-21 00:00:00+05:30,18.899999618530273,18.899999618530273,17.549999237060547,17.75,17093,0.0,0.0,0.0,,,,,,,,,,86297.64,0.19807030644175205,0.3899730545031313,,False
2022-02-22 00:00:00+05:30,16.899999618530273,17.350000381469727,16.899999618530273,16.950000762939453,16201,0.0,0.0,0.0,,,,,,,,,,84860.64,0.19091300749086973,0.3886010941079572,,False
2022-02-23 00:00:00+05:30,17.299999237060547,17.75,16.799999237060547,17.75,11835,0.0,0.0,0.0,,,,,,,,,,84486.14,0.14008214838552216,0.43368280509873575,,False
2022-02-24 00:00:00+05:30,18.5,18.5,16.899999618530273,16.899999618530273,14203,0.0,0.0,0.0,,,,,,,,,,83411.92,0.1702754234646559,0.43256972294423063,,False
2022-02-25 00:00:00+05:30,16.100000381469727,17.350000381469727,16.100000381469727,17.0,25623,0.0,0.0,0.0,,,,,,,,,,83520.18,0.3067881319221295,0.42536247118978604,,False
2022-02-28 00:00:00+05:30,17.0,17.350000381469727,16.149999618530273,16.75,15806,0.0,0.0,0.0,,,,,,,,,,83365.18,0.18959954263878517,0.4250442624149973,,False
2022-03-02 00:00:00+05:30,16.75,17.549999237060547,16.200000762939453,17.5,26412,0.0,0.0,0.0,,,,,,,,,,82910.22,0.318561451169711,0.4669708228815622,,False
2022-03-03 00:00:00+05:30,18.299999237060547,18.299999237060547,17.25,18.049999237060547,16151,0.0,0.0,0.0,,,,,,,,,,83038.26,0.1945007036515457,0.48212859139313613,,False
2022-03-04 00:00:00+05:30,18.0,18.950000762939453,17.25,18.100000381469727,10769,0.0,0.0,0.0,,,,,,,,,,82824.26,0.13002229057041984,0.4772209468832642,,False
2022-03-07 00:00:00+05:30,19.0,19.0,17.200000762939453,17.75,24971,0.0,0.0,0.0,,,,,,,,,,83017.16,0.3007932335917056,0.47526054954582464,,False
2022-03-08 00:00:00+05:30,18.5,18.5,17.600000381469727,18.5,34187,0.0,0.0,0.0,,,,,,,,,,83465.04,0.4095966407013044,0.5056860475079726,,False
2022-03-09 00:00:00+05:30,19.200000762939453,19.399999618530273,19.200000762939453,19.399999618530273,32956,0.0,0.0,0.0,,,,,,,,,,83289.66,0.39567936764299433,0.5371444458296961,,False
2022-03-10 00:00:00+05:30,20.200000762939453,20.350000381469727,20.0,20.350000381469727,40808,0.0,0.0,0.0,,,,,,,,,,81616.86,0.49999473148072593,0.5572698623288115,,False
2022-03-11 00:00:00+05:30,20.350000381469727,21.350000381469727,19.399999618530273,21.25,96486,0.0,0.0,0.0,,,,,,,,,,82007.34,1.1765532207239011,0.5778350949897758,,False
2022-03-14 00:00:00+05:30,21.600000381469727,22.299999237060547,21.25,21.850000381469727,77430,0.0,0.0,0.0,,,,,,,,,,82943.02,0.9335324419101209,0.5840132605845221,,False
2022-03-15 00:00:00+05:30,21.450000762939453,22.299999237060547,20.799999237060547,20.799999237060547,45807,0.0,0.0,0.0,,,,,,,,,,83216.6,0.5504550774725234,0.5825592412495029,,False
2022-03-16 00:00:00+05:30,21.299999237060547,21.299999237060547,20.0,20.149999618530273,39626,0.0,0.0,0.0,,,,,,,,,,82728.54,0.478988266926988,0.5933046794532791,,False
2022-03-17 00:00:00+05:30,20.0,20.549999237060547,19.350000381469727,19.850000381469727,17584,0.0,0.0,0.0,,,,,,,,,,77678.22,0.22636975976020046,0.5956021362848847,,True
