Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,MarketCap,Revenue_Growth,Earnings_Growth,ROE,Operating_Margins,Debt_To_Equity,Returns_1Y,Returns_2Y,Returns_3Y,Volume_MA50,Volume_Ratio,Volatility,Price_Level,Higher_Highs
2021-11-09 00:00:00+05:30,24.100000381469727,24.149999618530273,22.799999237060547,23.200000762939453,97319,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-10 00:00:00+05:30,23.200000762939453,23.200000762939453,22.399999618530273,22.549999237060547,153185,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-11 00:00:00+05:30,22.549999237060547,22.600000381469727,21.450000762939453,21.5,357173,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-12 00:00:00+05:30,21.950000762939453,22.0,20.450000762939453,20.5,501421,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-15 00:00:00+05:30,21.299999237060547,21.299999237060547,19.5,19.5,368651,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-16 00:00:00+05:30,19.350000381469727,20.450000762939453,18.549999237060547,20.200000762939453,957782,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-17 00:00:00+05:30,19.5,21.0,19.5,19.950000762939453,450087,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-18 00:00:00+05:30,20.299999237060547,20.299999237060547,19.0,19.100000381469727,265787,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-22 00:00:00+05:30,19.5,19.75,18.149999618530273,18.75,364279,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-23 00:00:00+05:30,19.299999237060547,19.299999237060547,17.850000381469727,17.899999618530273,687920,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-24 00:00:00+05:30,18.0,18.399999618530273,17.350000381469727,17.899999618530273,346067,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-25 00:00:00+05:30,18.549999237060547,18.549999237060547,17.899999618530273,18.350000381469727,330472,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-26 00:00:00+05:30,18.450000762939453,18.450000762939453,17.600000381469727,17.850000381469727,248075,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-29 00:00:00+05:30,17.850000381469727,17.850000381469727,17.0,17.0,208590,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-11-30 00:00:00+05:30,16.350000381469727,17.799999237060547,16.149999618530273,16.200000762939453,379268,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-12-01 00:00:00+05:30,16.299999237060547,17.0,15.800000190734863,16.600000381469727,262353,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-12-02 00:00:00+05:30,16.899999618530273,17.399999618530273,16.549999237060547,17.299999237060547,1051929,0.0,0.0,0.0,,,,,,,,,,,,,,False
2021-12-03 00:00:00+05:30,17.5,18.149999618530273,17.450000762939453,18.149999618530273,1116839,0.0,0.0,0.0,,,,,,,,,,,,,,False
