Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MarketCap,Revenue_Growth,Earnings_Growth,ROE,Operating_Margins,Debt_To_Equity,Returns_1Y,Returns_2Y,Returns_3Y,Volume_MA50,Volume_Ratio,Volatility,Price_Level,Higher_Highs
2021-11-09 00:00:00+05:30,249.0,254.9499969482422,242.1999969482422,251.5500030517578,66072,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-10 00:00:00+05:30,251.39999389648438,254.3000030517578,244.1999969482422,245.0,130411,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-11 00:00:00+05:30,246.0,250.0,243.39999389648438,249.0,52728,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-12 00:00:00+05:30,251.89999389648438,253.14999389648438,247.85000610351562,252.1999969482422,78522,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-15 00:00:00+05:30,253.0,264.0,247.3000030517578,250.25,154844,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-16 00:00:00+05:30,251.1999969482422,252.0,243.8000030517578,248.0500030517578,99164,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-17 00:00:00+05:30,248.0500030517578,249.14999389648438,240.10000610351562,242.25,61448,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-18 00:00:00+05:30,252.0,276.0,248.64999389648438,256.3999938964844,1171140,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-22 00:00:00+05:30,261.0,270.0,242.25,266.20001220703125,401258,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-23 00:00:00+05:30,268.0,286.3999938964844,268.0,272.8999938964844,614002,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-24 00:00:00+05:30,275.79998779296875,324.8500061035156,275.79998779296875,319.25,1695155,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-25 00:00:00+05:30,320.0,321.04998779296875,300.0,302.45001220703125,357422,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-26 00:00:00+05:30,290.0,298.8999938964844,283.0,286.75,163201,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-29 00:00:00+05:30,288.04998779296875,304.8999938964844,278.0,289.54998779296875,171613,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-11-30 00:00:00+05:30,286.25,299.5,283.54998779296875,290.0,103660,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-12-01 00:00:00+05:30,296.0,326.0,294.3999938964844,309.70001220703125,518967,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-12-02 00:00:00+05:30,312.5,318.79998779296875,303.5,305.6499938964844,119436,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-12-03 00:00:00+05:30,304.0,307.79998779296875,298.29998779296875,301.29998779296875,57516,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
2021-12-06 00:00:00+05:30,302.04998779296875,342.20001220703125,302.04998779296875,337.0,892904,0.0,0.0,16106722304,-0.298,1.186,0.08234999,0.13307999,24.287,,,,,,,,False
